Unnamed: 0,company_name,company_rating,industry,size,type,years_old,location
3407,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3408,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3409,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3410,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3411,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3412,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3413,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3414,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3415,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3416,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3417,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3418,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3419,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3420,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3421,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3422,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3423,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3424,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3425,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3426,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3427,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3428,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3429,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3430,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3431,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3432,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3433,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3434,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3435,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3436,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3437,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3438,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3439,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3440,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3441,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3442,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3443,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3444,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3445,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3446,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3447,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3448,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3449,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3450,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3451,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3452,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3453,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3454,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3455,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3456,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3457,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3458,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3459,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3460,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3461,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3462,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3463,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3464,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3465,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3466,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3467,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3468,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3469,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3470,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3471,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3472,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3473,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3474,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3475,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3476,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3477,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3478,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3479,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3480,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3481,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3482,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3483,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3484,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3485,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3486,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3487,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3488,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3489,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3490,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3491,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3492,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3493,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3494,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3495,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3496,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3497,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3498,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3499,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3500,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3501,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3502,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3503,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3504,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3505,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3506,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3507,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3508,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3509,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3510,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3511,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3512,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3513,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3514,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3515,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3516,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3517,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3518,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3519,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3520,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3521,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3522,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3523,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3524,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3525,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3526,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3527,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3528,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3529,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3530,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3531,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3532,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3533,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3534,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3535,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3536,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3537,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3538,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3539,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3540,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3541,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3542,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3543,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3544,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3545,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Jaipur
3546,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3547,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3548,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3549,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3550,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3551,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3552,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3553,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3554,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3555,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3556,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3557,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3558,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3559,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3560,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3561,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3562,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3563,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3564,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3565,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3566,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3567,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3568,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3569,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3570,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3571,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3572,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3573,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3574,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3575,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3576,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3577,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3578,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3579,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3580,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3581,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3582,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3583,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3584,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3585,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3586,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3587,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3588,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3589,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3590,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3591,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3592,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3593,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3594,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3595,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3596,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3597,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3598,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3599,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3600,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3601,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3602,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3603,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3604,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3605,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3606,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3607,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3608,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3609,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3610,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3611,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3612,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3613,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3614,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3615,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3616,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3617,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3618,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3619,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3620,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3621,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3622,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3623,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3624,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3625,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3626,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3627,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3628,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3629,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3630,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3631,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3632,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3633,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3634,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3635,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3636,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3637,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3638,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3639,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3640,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3641,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3642,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3643,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3644,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3645,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3646,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3647,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3648,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3649,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3650,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3651,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3652,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3653,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3654,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3655,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3656,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
3657,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Bangalore/Bengaluru
3658,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Paris
3659,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3660,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Mumbai
3661,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Bengaluru/Bangalore
3662,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Noida
3663,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
3664,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,New
3665,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Mumbai
3666,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Paris
3667,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Fremont
3668,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Navi
3669,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Seattle
3670,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Armonk
3671,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Mumbai
3672,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Jaipur
3673,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Jaipur
3674,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Chennai
3675,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Jaipur
3676,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Jaipur
3677,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Jaipur
3678,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Jaipur
3679,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Jaipur
3680,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Jaipur
3681,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Jaipur
3682,Genpact,3.9,IT Services & Consulting,1 Lakh+ Employees,Public,27,Jaipur
3683,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Jaipur
3684,Teleperformance,3.8,BPO,50k-1 Lakh Employees,Forbes Global 2000,46,Jaipur
3685,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Jaipur
3686,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Jaipur
3687,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Jaipur
3688,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Jaipur
3689,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Jaipur
3690,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Mumbai
3691,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Dublin
3692,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Teaneck.
